height_over_sea_level,fall,net_fall,flow,power_of_hydroelectrical_turbine
0.9904761904761905,0.9267227938883692,0.9356856204721947,0.3888888888888889,0.37684582936828726
0.9968253968253968,0.9682985136680179,0.9773805180591025,0.3888888888888889,0.38466143441251444
0.9555555555555556,0.7051242074628418,0.6922916558086205,0.7222222222222222,0.5130096662200109
0.9507936507936507,0.6739424176281053,0.6610204826184396,0.7222222222222222,0.48787721876174883
1.0,0.9842012264837335,0.975035180069839,0.8888888888888888,0.8352706169772371
0.9841269841269841,0.8823407130235943,0.8825246260488873,0.6666666666666666,0.5994440443056889
0.953968253968254,0.6952499740151752,0.6844738625110752,0.6666666666666666,0.47483945866964505
0.9873015873015873,0.9168485604407026,0.9166102048261844,0.3333333333333333,0.3235423893838215
0.9507936507936507,0.675501507119842,0.6688382759159849,0.5555555555555556,0.39777741665828903
0.9698412698412698,0.7887953435193847,0.7887111064783447,0.6666666666666666,0.5459114464625822
0.9380952380952381,0.591830371063299,0.582894668264971,0.6111111111111112,0.3761120835324464
0.9380952380952381,0.5923500675605446,0.5854484807421692,0.5555555555555556,0.3503384347581793
0.9492063492063492,0.6645878806776843,0.6558607390420598,0.6111111111111112,0.4229054572346541
0.9809523809523809,0.8631119426255068,0.8689737843331422,0.5,0.45220571324694925
0.9666666666666667,0.7680074836295604,0.7678636576848908,0.6666666666666666,0.5334862429541534
0.9650793650793651,0.756574160690157,0.7519674779798822,0.7777777777777778,0.5955836157639675
0.9666666666666667,0.7817274711568444,0.7811017876687341,0.3333333333333333,0.29315253182250733
0.9746031746031746,0.8215362228458581,0.8272788867462344,0.5,0.43604788077181034
0.9968253968253968,0.9644527595884005,0.9604419659144212,0.7777777777777778,0.7373662270342923
0.9650793650793651,0.7581332501818938,0.7600979830093292,0.6111111111111112,0.48926428483881146
0.9920634920634921,0.9322315767591727,0.9229165580862042,0.8888888888888888,0.7961253868071728
0.9571428571428572,0.718220559193431,0.7145463073956324,0.4444444444444444,0.3490538286852206
0.9698412698412698,0.7882756470221391,0.786105175379163,0.7222222222222222,0.5833005341967149
0.9841269841269841,0.8802619270346118,0.8707979361025695,0.8888888888888888,0.7556283456152214
0.9968253968253968,0.9649724560856461,0.9633084901235212,0.7222222222222222,0.6917296598300321
0.9793650793650793,0.853965284273984,0.862719549695106,0.3888888888888889,0.35811437786533395
0.9476190476190476,0.6552333437272633,0.6500755720018763,0.5,0.3551463429077433
0.9936507936507937,0.9447042926930673,0.945066972429249,0.6666666666666666,0.633098299632163
0.9444444444444444,0.6323666978484566,0.6193255850315318,0.7222222222222222,0.4558094409181739
0.9952380952380953,0.9572809479264109,0.9647156929170793,0.4444444444444444,0.43425427983975473
0.9492063492063492,0.6630287911859475,0.6477302340126126,0.7777777777777778,0.5036913144489263
0.9920634920634921,0.9480303502754391,0.9478813780163653,0.3333333333333333,0.3279691022493001
0.9873015873015873,0.9015694834216817,0.8947725022150415,0.8333333333333334,0.7362678117214796
1.0,0.9857603159754704,0.9841559389169751,0.7222222222222222,0.7027788144661407
0.9714285714285714,0.79763018397256,0.7905352582477719,0.8333333333333334,0.6576931074989981
0.9761904761904762,0.8288119738072965,0.8218064314379528,0.8333333333333334,0.6824124097794219
0.9650793650793651,0.7713335412119322,0.770678063272007,0.3333333333333333,0.2904940803181769
0.9888888888888889,0.9119634133665939,0.9051962266117684,0.8333333333333334,0.7438145969699933
0.9507936507936507,0.6744621141253508,0.6636264137176213,0.6666666666666666,0.4595806301014823
0.946031746031746,0.6422409312961231,0.6268827852191587,0.7777777777777778,0.4868548221616582
0.9698412698412698,0.791601704604511,0.8001772033147443,0.3888888888888889,0.33982581799302336
0.9904761904761905,0.9260991580916744,0.9334445197268983,0.4444444444444444,0.42572806508964567
0.9380952380952381,0.5902712815715623,0.574764163235524,0.7777777777777778,0.42124626620045535
0.9920634920634921,0.9327512732564183,0.9260436754052223,0.8333333333333334,0.7583562055094287
0.9714285714285714,0.7981498804698057,0.79366237556679,0.7777777777777778,0.6253972735172564
0.9412698412698413,0.6110591414613866,0.5956116120289779,0.7777777777777778,0.4573132893655054
0.9555555555555556,0.7056439039600874,0.6948975869078022,0.6666666666666666,0.4828346441511726
0.953968253968254,0.6974326993036066,0.6936988586021785,0.4444444444444444,0.34043727285622416
0.9412698412698413,0.6115788379586322,0.5984781362380779,0.7222222222222222,0.43898066067422536
0.973015873015873,0.8106225964037003,0.8147704174701621,0.5555555555555556,0.47570541096239416
0.9428571428571428,0.6240515538925268,0.6188043988116955,0.5,0.3412073754677148
0.9555555555555556,0.7084502650452136,0.7063636837442018,0.3888888888888889,0.3088895070764883
0.973015873015873,0.8123895644943353,0.8210246521081982,0.3888888888888889,0.34596570619593825
0.9619047619047619,0.7347469078058414,0.7248657945483922,0.8888888888888888,0.6199746053430688
0.9968253968253968,0.9676748778713231,0.9751394173138062,0.4444444444444444,0.4367706094029088
0.9968253968253968,0.9665315455773829,0.9711262834210664,0.5555555555555556,0.541033028202667
0.973015873015873,0.8064650244257354,0.7905352582477719,1.0,0.7333383369804872
0.953968253968254,0.6931711880261927,0.6727471725647575,0.8888888888888888,0.5722106159030597
0.9634920634920635,0.7482590167342272,0.7522280710898004,0.5555555555555556,0.4447228277859412
0.946031746031746,0.6448394137823511,0.6396518476051494,0.5,0.3496740973122152
0.9507936507936507,0.6766448394137823,0.6728514098087246,0.4444444444444444,0.3312500258215736
0.9396825396825397,0.60118490801372,0.5880544118413509,0.7222222222222222,0.4299696889154526
0.9666666666666667,0.7648893046460867,0.7488403606608641,1.0,0.6818163790028603
